health_plan_id,month_date,total_eligible_members,avg_member_age,medicare_aged_members,utilizing_members,total_claims,total_unique_drugs,total_days_supply,total_quantity,total_drug_spend,plan_paid_amount,patient_paid_amount,utilization_rate,pmpm_total_spend,new_members,termed_members,male_members,female_members,pediatric_members,adult_members,unique_zip_codes,total_approved_ingredient_cost,total_calculated_ingredient_cost,total_payable_ingredient_cost,total_submitted_ingredient_cost,total_awp_cost,total_submitted_fee,total_acquisition_cost,total_approved_fee,total_calculated_fee,total_pmpm_all_months,rolling_3month_spend,rolling_3month_pmpm,prior_year_spend,prior_year_utilizing_members,mom_spend_change,mom_membership_change_pct
320_2000043_2000043H1204,2024-03-01,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0
320_2000043_2000043H1204,2024-04-01,4,49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,2,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,33.3
320_2000043_2000043H1204,2024-05-01,5,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,5,3,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,25
320_2000043_2000043H1204,2024-06-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,3,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0
320_2000043_2000043H1204,2024-07-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,3,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0
320_2000043_2000043H1204,2024-08-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,3,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0
320_2000043_2000043H1204,2024-09-01,5,45,0,1,3,3,26,75,24.64,0,24.64,0.2,4.93,0,0,1,4,0,5,3,20.59,20.59,20.59,39.9,39.9,6,6.72,4.05,4.05,5.94,8.21,1.64,0,0,24.64,0
320_2000043_2000043H1204,2024-10-01,5,46,0,1,1,1,1,0.5,92.07,92.07,0,0.2,18.41,0,0,1,4,0,5,3,72.07,72.07,72.07,141.69,87.89,0,73.36,1,1,5.94,38.9,7.78,0,0,67.43,0
320_2000043_2000043H1204,2024-11-01,5,46,0,2,9,9,461,690.5,239.4,236.64,2.76,0.4,47.88,0,5,1,4,0,5,3,215.65,215.65,215.65,1796.05,1796.05,-1291.33,199.21,4.75,4.75,5.94,118.7,23.74,0,0,147.33,0
320_2000044_2000044H0027,2024-01-01,3,43,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-02-01,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-03-01,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-04-01,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-05-01,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-06-01,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-07-01,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-08-01,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,156.11,0,0,0,0,0,0
320_2000044_2000044H0027,2024-09-01,3,44,0,2,11,11,352,525,1536.14,1536.14,0,0.67,512.05,0,0,1,2,0,3,2,1406.09,1406.09,1406.09,2565.73,2298.47,-203.04,1505.65,12.05,12.05,156.11,512.05,170.68,0,0,1536.14,0
320_2000044_2000044H0027,2024-10-01,3,44,0,3,10,9,622,929.5,2028.14,2028.14,0,1,676.05,0,0,1,2,0,3,2,2016.04,2016.04,2016.04,5315.9,5301.1,-1520.87,2232.77,12.1,12.1,156.11,1188.09,396.03,0,0,492,0
320_2000044_2000044H0027,2024-11-01,3,44,0,2,8,8,598,663,1006.42,1006.42,0,0.67,335.47,0,0,1,2,0,3,2,996.32,996.32,996.32,2401.38,2401.38,-620.11,1098.53,10.1,10.1,156.11,1523.57,507.86,0,0,-1021.72,0
320_2000044_2000044H0027,2024-12-01,3,44,0,3,11,11,796,851.5,1049.17,1049.17,0,1,349.72,0,0,1,2,0,3,2,1035.37,1035.37,1035.37,2881.76,2866.96,-510.55,1217.51,13.8,13.8,156.11,1361.24,453.75,0,0,42.75,0
320_2000045_2000045H1227,2024-12-01,2,50,0,1,2,2,120,120,12.18,0,12.18,0.5,6.09,2,0,1,1,0,2,1,11.18,11.18,11.18,452.06,452.07,20,18.83,1,1,6.09,12.18,6.09,0,0,0,0
320_2000046_2000046H0027,2024-01-01,4,27,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-02-01,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-03-01,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-04-01,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-05-01,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-06-01,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-07-01,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-08-01,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0
320_2000046_2000046H0027,2024-09-01,4,27,0,1,2,2,14,34,7,0,7,0.25,1.75,0,0,2,2,1,3,1,5.5,5.5,5.5,708.69,472.46,50,14.21,1.5,1.5,2.45,2.33,0.58,0,0,7,0
320_2000046_2000046H0027,2024-10-01,4,28,0,1,1,1,15,30,96.77,0,96.77,0.25,24.19,0,0,2,2,1,3,1,96.02,96.02,96.02,482.41,321.61,25,243.75,0.75,0.75,2.45,34.59,8.65,0,0,89.77,0
320_2000046_2000046H0027,2024-11-01,4,28,0,2,2,2,8,61,13.73,0,13.73,0.5,3.43,0,0,2,2,1,3,1,12.23,12.23,12.23,107.72,71.81,50,49.37,1.5,1.5,2.45,39.17,9.79,0,0,-83.04,0
320_2000046_2000046H0027,2024-12-01,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,2.45,36.83,9.21,0,0,-13.73,0
320_2000047_2000047P0021,2024-01-01,7,36,0,0,0,0,0,0,0,0,0,0,0,7,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-02-01,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-03-01,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-04-01,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-05-01,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-06-01,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-07-01,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-08-01,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0
320_2000047_2000047P0021,2024-09-01,7,36,0,2,2,2,118,93,963.11,894.02,69.09,0.29,137.59,0,0,5,2,1,6,1,960.76,960.76,960.76,1222.32,1222.32,-96.64,982.42,2.35,2.35,45.96,321.04,45.86,0,0,963.11,0
320_2000047_2000047P0021,2024-10-01,7,36,1,2,5,5,118,168,980.56,901.84,78.72,0.29,140.08,0,0,5,2,1,5,1,975.56,975.56,975.56,1228.05,2271.21,-80.1,1014.69,5,5,45.96,647.89,92.56,0,0,17.45,0
320_2000047_2000047P0021,2024-11-01,7,36,1,1,1,1,28,3,954.02,894.02,60,0.14,136.29,0,0,5,2,1,5,1,953.02,953.02,953.02,1162.22,1162.22,-92.23,968.52,1,1,45.96,965.9,137.99,0,0,-26.54,0
320_2000047_2000047P0021,2024-12-01,7,36,1,2,2,2,118,93,963.11,894.02,69.09,0.29,137.59,0,0,5,2,1,5,1,960.76,960.76,960.76,1222.32,1222.32,-96.64,982.42,2.35,2.35,45.96,965.9,137.99,0,0,9.09,0
320_2000048_2000048A0013,2024-01-01,6,27,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-02-01,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-03-01,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-04-01,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-05-01,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-06-01,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-07-01,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-08-01,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-09-01,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
320_2000048_2000048A0013,2024-10-01,6,28,0,1,1,1,30,30,3.7,0,3.7,0.17,0.62,0,1,4,2,2,4,2,2.7,2.7,2.7,235.55,235.55,-88.56,6,1,1,0.05,1.23,0.21,0,0,3.7,0
320_2000048_2000048A0013,2024-11-01,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,0,0,0,0,0,0,0,0,0,0.05,1.23,0.21,0,0,-3.7,-16.7
320_2000048_2000048A0013,2024-12-01,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,0,0,0,0,0,0,0,0,0,0.05,1.23,0.21,0,0,0,0
320_2000049_2000049H0025,2024-01-01,1,58,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-02-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-03-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-04-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-05-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-06-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-07-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-08-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0
320_2000049_2000049H0025,2024-09-01,1,58,0,1,2,2,60,60,5.98,0,5.98,1,5.98,0,0,1,0,0,1,1,4.48,4.48,4.48,162.62,162.63,0,6.61,1.5,1.5,19.68,1.99,1.99,0,0,5.98,0
320_2000049_2000049H0025,2024-10-01,1,59,0,1,4,4,62,61,224.2,218.22,5.98,1,224.2,0,0,1,0,0,1,1,162.2,162.2,162.2,358.54,358.55,0,170.51,3,3,19.68,76.73,76.73,0,0,218.22,0
320_2000049_2000049H0025,2024-11-01,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19.68,76.73,76.73,0,0,-224.2,0
320_2000049_2000049H0025,2024-12-01,1,59,0,1,2,2,60,60,5.98,0,5.98,1,5.98,0,0,1,0,0,1,1,4.48,4.48,4.48,162.62,162.63,0,7.11,1.5,1.5,19.68,76.73,76.73,0,0,5.98,0
320_2000049_2000049P0019,2024-01-01,1,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-02-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-03-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-04-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-05-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-06-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-07-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-08-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-09-01,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
320_2000049_2000049P0019,2024-10-01,1,42,0,1,1,1,90,90,2.83,2.83,0,1,2.83,0,0,0,1,0,1,1,2.83,2.83,2.83,151.42,151.43,0,3.45,0,0,0.33,0.94,0.94,0,0,2.83,0
320_2000049_2000049P0019,2024-11-01,1,42,0,1,1,1,90,90,1.14,1.14,0,1,1.14,0,0,0,1,0,1,1,1.14,1.14,1.14,2.14,2.14,0,1.78,0,0,0.33,1.32,1.32,0,0,-1.69,0
320_2000049_2000049P0019,2024-12-01,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,1.32,1.32,0,0,-1.14,0
320_2000049_2000049P0021,2024-01-01,1,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-02-01,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-03-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-04-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-05-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-06-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-07-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-08-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
320_2000049_2000049P0021,2024-09-01,1,58,0,1,1,1,90,90,4.36,4.36,0,1,4.36,0,0,0,1,0,1,1,4.36,4.36,4.36,389.7,389.7,0,10.8,0,0,0.96,1.45,1.45,0,0,4.36,0
320_2000049_2000049P0021,2024-10-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,1.45,1.45,0,0,-4.36,0
320_2000049_2000049P0021,2024-11-01,1,58,0,1,1,1,10,30,7.15,0,7.15,1,7.15,0,0,0,1,0,1,1,6.4,6.4,6.4,111.51,111.51,0,12.91,0.75,0.75,0.96,3.84,3.84,0,0,7.15,0
320_2000049_2000049P0021,2024-12-01,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,2.38,2.38,0,0,-7.15,0
320_2000050_2000050A0017,2024-01-01,2,24,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-02-01,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-03-01,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-04-01,3,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
320_2000050_2000050A0017,2024-05-01,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-06-01,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-07-01,3,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-08-01,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.3
320_2000050_2000050A0017,2024-09-01,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-10-01,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-11-01,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000050_2000050A0017,2024-12-01,3,25,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
320_2000050_2000050H0004,2024-01-01,2,56,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0
320_2000050_2000050H0004,2024-02-01,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0
320_2000050_2000050H0004,2024-03-01,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0
320_2000050_2000050H0004,2024-04-01,3,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,50
320_2000050_2000050H0004,2024-05-01,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0
320_2000050_2000050H0004,2024-06-01,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0
320_2000050_2000050H0004,2024-07-01,6,35,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0,6,2,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,100
320_2000050_2000050H0004,2024-08-01,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,2,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0
320_2000050_2000050H0004,2024-09-01,6,35,0,1,1,1,5,10,5.99,0,5.99,0.17,1,0,0,2,4,0,6,2,4.59,4.59,4.59,44.33,44.33,-12.34,15.08,1.4,1.4,23.68,2,0.33,0,0,5.99,0
320_2000050_2000050H0004,2024-10-01,6,36,0,2,2,2,180,270,1628.44,1626.28,2.16,0.33,271.41,0,0,2,4,0,6,2,1628.44,1628.44,1628.44,2187.9,2187.8,0,1786.31,0,0,23.68,544.81,90.8,0,0,1622.45,0
320_2000050_2000050H0004,2024-11-01,6,36,0,2,6,6,320,430,61.21,23.69,37.52,0.33,10.2,0,0,2,4,0,6,2,58.31,58.31,58.31,1091.73,1092.51,-62.25,91.41,2.9,2.9,23.68,565.21,94.2,0,0,-1567.23,0
320_2000050_2000050H0004,2024-12-01,6,36,0,1,1,1,90,90,9.58,0,9.58,0.17,1.6,0,0,2,4,0,6,2,9.58,9.58,9.58,429.3,429.6,0,16.5,0,0,23.68,566.41,94.4,0,0,-51.63,0
320_2000051_2000051A0017,2024-01-01,2,49,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-02-01,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-03-01,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-04-01,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-05-01,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-06-01,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-07-01,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-08-01,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-09-01,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-10-01,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
320_2000051_2000051A0017,2024-11-01,2,50,0,1,2,2,21,36,18.33,0,18.33,0.5,9.17,0,0,2,0,0,2,2,17.08,17.08,17.08,59.25,59.25,-39.42,3.95,1.25,1.25,0.76,6.11,3.06,0,0,18.33,0
320_2000051_2000051A0017,2024-12-01,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.76,6.11,3.06,0,0,-18.33,0
320_2000052_2000052A0013,2024-01-01,3,33,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0
320_2000052_2000052A0013,2024-02-01,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0
320_2000052_2000052A0013,2024-03-01,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0
320_2000052_2000052A0013,2024-04-01,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0
320_2000052_2000052A0013,2024-05-01,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0
