health_plan_id,month_date,total_eligible_members,avg_member_age,medicare_aged_members,utilizing_members,total_claims,total_unique_drugs,total_days_supply,total_quantity,total_drug_spend,plan_paid_amount,patient_paid_amount,utilization_rate,pmpm_total_spend,new_members,termed_members,male_members,female_members,pediatric_members,adult_members,unique_zip_codes,total_approved_ingredient_cost,total_calculated_ingredient_cost,total_payable_ingredient_cost,total_submitted_ingredient_cost,total_awp_cost,total_submitted_fee,total_acquisition_cost,total_approved_fee,total_calculated_fee,total_pmpm_all_months,rolling_3month_spend,rolling_3month_pmpm,prior_year_spend,prior_year_utilizing_members,mom_spend_change,mom_membership_change_pct
320_2000026_2000026A1013,2024-11-01,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7.64,63.73,38.2,0,0,-37.98,0
320_2000026_2000026A1013,2024-12-01,2,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,7.64,12.66,12.66,0,0,0,100
320_2000026_2000026P1021,2024-10-01,1,33,0,1,4,4,135,180,1393.15,1075.52,317.63,1,1393.15,1,0,0,1,0,1,1,1389.1,1389.1,1389.1,2584.34,2584.34,8,1481.68,4.05,4.05,474.52,1393.15,1393.15,0,0,0,0
320_2000026_2000026P1021,2024-11-01,1,33,0,1,7,6,68,185,20.62,0,20.62,1,20.62,0,0,0,1,0,1,1,13.62,13.62,13.62,998.3,998.3,-668.27,39.41,7,7,474.52,706.89,706.89,0,0,-1372.53,0
320_2000026_2000026P1021,2024-12-01,1,33,0,1,2,2,35,120,9.79,0,9.79,1,9.79,0,0,0,1,0,1,1,7.79,7.79,7.79,746.39,746.39,-552.41,21.45,2,2,474.52,474.52,474.52,0,0,-10.83,0
320_2000027_2000027H1003,2024-10-01,1,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000027_2000027H1003,2024-11-01,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000027_2000027H1003,2024-12-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000028_2000028A1013,2023-10-01,1,37,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2023-11-01,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2023-12-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2024-01-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2024-02-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2024-03-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2024-04-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2024-05-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2024-06-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0
320_2000028_2000028A1013,2024-10-01,12,25,0,3,4,4,152,180,133.61,123.61,10,0.25,11.13,12,0,7,5,3,9,5,130.26,130.26,130.26,814.44,814.44,-92.64,90.47,3.35,3.35,3.45,44.54,3.71,0,0,133.61,1100
320_2000028_2000028A1013,2024-11-01,12,25,0,6,11,11,509,524,243.66,211.38,32.28,0.5,20.31,0,0,7,5,3,9,5,236.51,236.51,236.51,1746.74,1746.74,-136.84,185.55,7.15,7.15,3.45,125.76,10.48,0,0,110.05,0
320_2000028_2000028A1013,2024-12-01,12,25,0,3,8,8,137,179,119.94,86.18,33.76,0.25,10,0,0,7,5,3,9,5,111.09,111.09,111.09,483.83,483.83,10.68,87.33,8.85,8.85,3.45,165.74,13.81,0,0,-123.72,0
320_2000028_2000028H1003,2024-10-01,2,38,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000028_2000028H1003,2024-11-01,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000028_2000028H1003,2024-12-01,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000029_2000029H1026,2023-10-01,4,16,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2023-11-01,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2023-12-01,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-01-01,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-02-01,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-03-01,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-04-01,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-05-01,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-06-01,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-07-01,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-08-01,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
320_2000029_2000029H1026,2024-09-01,4,17,0,1,2,2,60,60,14.31,14.31,0,0.25,3.58,0,4,3,1,2,2,1,12.31,12.31,12.31,244.05,244.05,1.63,30.74,2,2,0.3,4.77,1.19,0,0,14.31,0
320_2000030_2000030A0015,2024-01-01,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-02-01,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-03-01,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-04-01,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-05-01,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-06-01,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-07-01,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-08-01,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0
320_2000030_2000030A0015,2024-09-01,1,27,0,1,1,1,84,84,41.18,41.18,0,1,41.18,0,0,0,1,0,1,1,39.83,39.83,39.83,440.04,440.04,2,35.19,1.35,1.35,25.3,13.73,13.73,0,0,41.18,0
320_2000030_2000030A0015,2024-10-01,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.3,13.73,13.73,0,0,-41.18,0
320_2000030_2000030A0015,2024-11-01,1,28,0,1,2,2,2,0.8,229.08,229.08,0,1,229.08,0,0,0,1,0,1,1,167.38,167.38,167.38,202.89,202.89,4,169.2,2.7,2.7,25.3,90.09,90.09,0,0,229.08,0
320_2000030_2000030A0015,2024-12-01,1,28,0,1,1,1,84,84,33.34,33.34,0,1,33.34,0,0,0,1,0,1,1,31.99,31.99,31.99,440.04,440.04,2,35.19,1.35,1.35,25.3,87.47,87.47,0,0,-195.74,0
320_2000031_2000031H1044,2023-10-01,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2023-11-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2023-12-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2024-01-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2024-02-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2024-03-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2024-04-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2024-05-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2024-06-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000031_2000031H1044,2024-07-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2023-11-01,1,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2023-12-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-01-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-02-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-03-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-04-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-05-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-06-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-07-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-08-01,1,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-11-01,1,33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000032_2000032A1117,2024-12-01,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2023-11-01,1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2023-12-01,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-01-01,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-02-01,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-03-01,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-04-01,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-05-01,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-06-01,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-07-01,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-08-01,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-09-01,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000034_2000034H1125,2024-10-01,2,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
320_2000034_2000034H1125,2024-11-01,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50
320_2000034_2000034H1125,2024-12-01,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000036_2000036A1113,2024-11-01,1,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000036_2000036A1113,2024-12-01,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000037_2000037A1213,2023-08-01,2,35,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2023-09-01,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2023-10-01,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2023-11-01,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2023-12-01,16,51,0,0,0,0,0,0,0,0,0,0,0,14,0,5,11,0,16,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,700
320_2000037_2000037A1213,2024-01-01,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,16,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2024-02-01,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,16,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2024-03-01,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,16,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2024-04-01,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,16,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2024-05-01,17,50,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,0,17,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,6.3
320_2000037_2000037A1213,2024-06-01,17,50,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,0,17,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2024-07-01,17,50,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,0,17,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0
320_2000037_2000037A1213,2024-08-01,18,51,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14,0,18,10,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,5.9
320_2000037_2000037A1213,2024-09-01,18,51,0,11,33,33,1852,2283.8,2163.91,2011.31,152.6,0.61,120.22,0,0,4,14,0,18,10,2083.36,2083.36,2083.36,9074.86,9074.86,-3624.96,2249.39,21.55,21.55,21.28,721.3,40.07,0,0,2163.91,0
320_2000037_2000037A1213,2024-10-01,18,51,0,12,38,36,1949,2068.5,1976.99,1774.13,202.86,0.67,109.83,0,0,4,14,0,18,10,1866.14,1866.14,1866.14,8218.11,8169.18,-1524.09,2254.69,32.85,32.85,21.28,1380.3,76.68,0,0,-186.92,0
320_2000037_2000037A1213,2024-11-01,18,51,0,8,21,21,1179,1232,2369.64,2297.61,72.03,0.44,131.65,0,16,4,14,0,18,10,2353.59,2353.59,2353.59,6242.74,6242.74,-1014.94,2630.92,16.05,16.05,21.28,2170.18,120.57,0,0,392.65,0
320_2000037_2000037A1213,2024-12-01,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,21.28,1448.88,80.49,0,0,-2369.64,-88.9
320_2000037_2000037H1203,2023-12-01,8,21,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-01-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-02-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-03-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-04-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-05-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-06-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-07-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-08-01,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
320_2000037_2000037H1203,2024-09-01,8,21,0,1,1,1,15,60,32.69,0,32.69,0.13,4.09,0,0,3,5,5,3,3,31.34,31.34,31.34,115.89,115.89,2,57.95,1.35,1.35,2.75,10.9,1.36,0,0,32.69,0
320_2000037_2000037H1203,2024-10-01,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0,0,0,2.75,10.9,1.36,0,0,-32.69,0
320_2000037_2000037H1203,2024-11-01,8,22,0,1,2,2,2,1,231.49,231.49,0,0.13,28.94,0,8,3,5,5,3,3,170.29,170.29,170.29,208.95,208.95,101.05,174.25,2.2,2.2,2.75,88.06,11.01,0,0,231.49,0
320_2000037_2000037H1204,2023-12-01,5,45,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-01-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-02-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-03-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-04-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-05-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-06-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-07-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-08-01,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,0,0,0,0,29.53,0,0,0,0,0,0
320_2000037_2000037H1204,2024-09-01,5,45,0,2,6,6,480,570,1662.86,1662.86,0,0.4,332.57,0,0,2,3,0,5,2,1656.46,1656.46,1656.46,4343.37,4128.64,-167.06,1789.34,6.4,6.4,29.53,554.29,110.86,0,0,1662.86,0
320_2000037_2000037H1204,2024-10-01,5,46,0,3,8,8,316,433,68.08,68.08,0,0.6,13.62,0,0,2,3,0,5,2,59.73,59.73,59.73,2199.81,1905.45,-259.06,603.47,8.35,8.35,29.53,576.98,115.4,0,0,-1594.78,0
320_2000037_2000037H1204,2024-11-01,5,46,0,2,3,3,150,150,40.68,40.68,0,0.4,8.14,0,5,2,3,0,5,2,37.33,37.33,37.33,1328.9,1172.61,-151.47,573.2,3.35,3.35,29.53,590.54,118.11,0,0,-27.4,0
320_2000038_2000038H1104,2024-11-01,33,27,0,10,17,17,730,768.5,211.6,10.21,201.39,0.3,6.41,33,0,15,18,12,21,10,193.3,193.3,193.3,2177.94,2120.72,-398.83,285.1,18.3,18.3,4.51,211.6,6.41,0,0,0,0
320_2000038_2000038H1104,2024-12-01,33,27,0,4,9,9,490,600,86.26,12.42,73.84,0.12,2.61,0,0,15,18,12,21,10,77.61,77.61,77.61,3211.42,3154.2,-1584.72,165.5,8.65,8.65,4.51,148.93,4.51,0,0,-125.34,0
320_2000039_2000039A1113,2024-09-01,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,212.61,0,0,0,0,0,0
320_2000039_2000039A1113,2024-10-01,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,212.61,0,0,0,0,0,0
320_2000039_2000039A1113,2024-11-01,3,46,0,1,2,2,58,33,1597.29,1557.29,40,0.33,532.43,2,0,3,0,0,3,3,1595.29,1595.29,1595.29,1945.5,1945.48,0,1621.24,2,2,212.61,532.43,177.48,0,0,1597.29,200
320_2000039_2000039A1113,2024-12-01,3,46,0,1,1,1,28,3,954.02,914.02,40,0.33,318.01,0,0,3,0,0,3,3,953.02,953.02,953.02,1162.23,1162.22,0,968.52,1,1,212.61,850.44,283.48,0,0,-643.27,0
320_2000040_2000040H1104,2024-11-01,1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000040_2000040H1104,2024-12-01,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_2000043_2000043H1204,2023-12-01,3,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0
320_2000043_2000043H1204,2024-01-01,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0
320_2000043_2000043H1204,2024-02-01,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0
